Index,Difficulty Level,Words,Definition,Group,Pronounciation,Meaning,,,,,,,,,,,,,,,,,,,,
1732,TWO,varicella,http://dictionary.cambridge.org/dictionary/english/varicella,,varicella,,,,,,,,,,,,,,,,,,,,,
1733,TWO,cornea,http://dictionary.cambridge.org/dictionary/english/cornea,,cornea,,,,,,,,,,,,,,,,,,,,,
1734,TWO,wildebeest,http://dictionary.cambridge.org/dictionary/english/wildebeest,,wildebeest,,,,,,,,,,,,,,,,,,,,,
1735,TWO,wushu,http://dictionary.cambridge.org/dictionary/english/wushu,,wushu,,,,,,,,,,,,,,,,,,,,,
1736,TWO,prevenient,http://dictionary.cambridge.org/dictionary/english/prevenient,,prevenient,,,,,,,,,,,,,,,,,,,,,
1737,TWO,enoki,http://dictionary.cambridge.org/dictionary/english/enoki,,enoki,,,,,,,,,,,,,,,,,,,,,
1738,TWO,tonsillitis,http://dictionary.cambridge.org/dictionary/english/tonsillitis,,tonsillitis,,,,,,,,,,,,,,,,,,,,,
1739,TWO,resilience,http://dictionary.cambridge.org/dictionary/english/resilience,,resilience,,,,,,,,,,,,,,,,,,,,,
1740,TWO,asado,http://dictionary.cambridge.org/dictionary/english/asado,,asado,,,,,,,,,,,,,,,,,,,,,
1741,TWO,contradictory,http://dictionary.cambridge.org/dictionary/english/contradictory,,contradictory,,,,,,,,,,,,,,,,,,,,,
1742,TWO,Edenic,http://dictionary.cambridge.org/dictionary/english/Edenic,,Edenic,,,,,,,,,,,,,,,,,,,,,
1743,TWO,profundity,http://dictionary.cambridge.org/dictionary/english/profundity,,profundity,,,,,,,,,,,,,,,,,,,,,
1744,TWO,thoracic,http://dictionary.cambridge.org/dictionary/english/thoracic,,thoracic,,,,,,,,,,,,,,,,,,,,,
1745,TWO,apiary,http://dictionary.cambridge.org/dictionary/english/apiary,,apiary,,,,,,,,,,,,,,,,,,,,,
1746,TWO,limpa,http://dictionary.cambridge.org/dictionary/english/limpa,,limpa,,,,,,,,,,,,,,,,,,,,,
1747,TWO,penitentiary,http://dictionary.cambridge.org/dictionary/english/penitentiary,,penitentiary,,,,,,,,,,,,,,,,,,,,,
1748,TWO,tributary,http://dictionary.cambridge.org/dictionary/english/tributary,,tributary,,,,,,,,,,,,,,,,,,,,,
1749,TWO,mantra,http://dictionary.cambridge.org/dictionary/english/mantra,,mantra,,,,,,,,,,,,,,,,,,,,,
1750,TWO,proviso,http://dictionary.cambridge.org/dictionary/english/proviso,,proviso,,,,,,,,,,,,,,,,,,,,,
1751,TWO,ronin,http://dictionary.cambridge.org/dictionary/english/ronin,,ronin,,,,,,,,,,,,,,,,,,,,,
1752,TWO,adolescence,http://dictionary.cambridge.org/dictionary/english/adolescence,,adolescence,,,,,,,,,,,,,,,,,,,,,
1753,TWO,umbrage,http://dictionary.cambridge.org/dictionary/english/umbrage,,umbrage,,,,,,,,,,,,,,,,,,,,,
1754,TWO,laudatory,http://dictionary.cambridge.org/dictionary/english/laudatory,,laudatory,,,,,,,,,,,,,,,,,,,,,
1755,TWO,escarole,http://dictionary.cambridge.org/dictionary/english/escarole,,escarole,,,,,,,,,,,,,,,,,,,,,
1756,TWO,netiquette,http://dictionary.cambridge.org/dictionary/english/netiquette,,netiquette,,,,,,,,,,,,,,,,,,,,,
1757,TWO,tropical,http://dictionary.cambridge.org/dictionary/english/tropical,,tropical,,,,,,,,,,,,,,,,,,,,,
1758,TWO,menagerie,http://dictionary.cambridge.org/dictionary/english/menagerie,,menagerie,,,,,,,,,,,,,,,,,,,,,
1759,TWO,crustaceans,http://dictionary.cambridge.org/dictionary/english/crustaceans,,crustaceans,,,,,,,,,,,,,,,,,,,,,
1760,TWO,jitney,http://dictionary.cambridge.org/dictionary/english/jitney,,jitney,,,,,,,,,,,,,,,,,,,,,
1761,TWO,nanotechnology,http://dictionary.cambridge.org/dictionary/english/nanotechnology,,nanotechnology,,,,,,,,,,,,,,,,,,,,,
1762,TWO,paucity,http://dictionary.cambridge.org/dictionary/english/paucity,,paucity,,,,,,,,,,,,,,,,,,,,,
1763,TWO,pontiff,http://dictionary.cambridge.org/dictionary/english/pontiff,,pontiff,,,,,,,,,,,,,,,,,,,,,
1764,TWO,hallucinate,http://dictionary.cambridge.org/dictionary/english/hallucinate,,hallucinate,,,,,,,,,,,,,,,,,,,,,
1765,TWO,bubonic,http://dictionary.cambridge.org/dictionary/english/bubonic,,bubonic,,,,,,,,,,,,,,,,,,,,,
1766,TWO,wattage,http://dictionary.cambridge.org/dictionary/english/wattage,,wattage,,,,,,,,,,,,,,,,,,,,,
1767,TWO,bureau,http://dictionary.cambridge.org/dictionary/english/bureau,,bureau,,,,,,,,,,,,,,,,,,,,,
1768,TWO,doldrums,http://dictionary.cambridge.org/dictionary/english/doldrums,,doldrums,,,,,,,,,,,,,,,,,,,,,
1769,TWO,omniscient,http://dictionary.cambridge.org/dictionary/english/omniscient,,omniscient,,,,,,,,,,,,,,,,,,,,,
1770,TWO,opprobrious,http://dictionary.cambridge.org/dictionary/english/opprobrious,,opprobrious,,,,,,,,,,,,,,,,,,,,,
1771,TWO,sartorial,http://dictionary.cambridge.org/dictionary/english/sartorial,,sartorial,,,,,,,,,,,,,,,,,,,,,
1772,TWO,papillon,http://dictionary.cambridge.org/dictionary/english/papillon,,papillon,,,,,,,,,,,,,,,,,,,,,
1773,TWO,burglarious,http://dictionary.cambridge.org/dictionary/english/burglarious,,burglarious,,,,,,,,,,,,,,,,,,,,,
1774,TWO,slumgullion,http://dictionary.cambridge.org/dictionary/english/slumgullion,,slumgullion,,,,,,,,,,,,,,,,,,,,,
1775,TWO,capacity,http://dictionary.cambridge.org/dictionary/english/capacity,,capacity,,,,,,,,,,,,,,,,,,,,,
1776,TWO,nocturnal,http://dictionary.cambridge.org/dictionary/english/nocturnal,,nocturnal,,,,,,,,,,,,,,,,,,,,,
1777,TWO,escarpment,http://dictionary.cambridge.org/dictionary/english/escarpment,,escarpment,,,,,,,,,,,,,,,,,,,,,
1778,TWO,vertigo,http://dictionary.cambridge.org/dictionary/english/vertigo,,vertigo,,,,,,,,,,,,,,,,,,,,,
1779,TWO,cryptozoa,http://dictionary.cambridge.org/dictionary/english/cryptozoa,,cryptozoa,,,,,,,,,,,,,,,,,,,,,
1780,TWO,valedictorian,http://dictionary.cambridge.org/dictionary/english/valedictorian,,valedictorian,,,,,,,,,,,,,,,,,,,,,
1781,TWO,sewage,http://dictionary.cambridge.org/dictionary/english/sewage,,sewage,,,,,,,,,,,,,,,,,,,,,
1782,TWO,redolent,http://dictionary.cambridge.org/dictionary/english/redolent,,redolent,,,,,,,,,,,,,,,,,,,,,
1783,TWO,Celsius,http://dictionary.cambridge.org/dictionary/english/Celsius,,Celsius,,,,,,,,,,,,,,,,,,,,,
1784,TWO,accumulate,http://dictionary.cambridge.org/dictionary/english/accumulate,,accumulate,,,,,,,,,,,,,,,,,,,,,
1785,TWO,preponderance,http://dictionary.cambridge.org/dictionary/english/preponderance,,preponderance,,,,,,,,,,,,,,,,,,,,,
1786,TWO,auspices,http://dictionary.cambridge.org/dictionary/english/auspices,,auspices,,,,,,,,,,,,,,,,,,,,,
1787,TWO,epoxy,http://dictionary.cambridge.org/dictionary/english/epoxy,,epoxy,,,,,,,,,,,,,,,,,,,,,
1788,TWO,vendage,http://dictionary.cambridge.org/dictionary/english/vendage,,vendage,,,,,,,,,,,,,,,,,,,,,
1789,TWO,dialysis,http://dictionary.cambridge.org/dictionary/english/dialysis,,dialysis,,,,,,,,,,,,,,,,,,,,,
1790,TWO,deltoidal,http://dictionary.cambridge.org/dictionary/english/deltoidal,,deltoidal,,,,,,,,,,,,,,,,,,,,,
1791,TWO,bruxism,http://dictionary.cambridge.org/dictionary/english/bruxism,,bruxism,,,,,,,,,,,,,,,,,,,,,
1792,TWO,elaborative,http://dictionary.cambridge.org/dictionary/english/elaborative,,elaborative,,,,,,,,,,,,,,,,,,,,,
1793,TWO,discreetly,http://dictionary.cambridge.org/dictionary/english/discreetly,,discreetly,,,,,,,,,,,,,,,,,,,,,
1794,TWO,entente,http://dictionary.cambridge.org/dictionary/english/entente,,entente,,,,,,,,,,,,,,,,,,,,,
1795,TWO,humidistat,http://dictionary.cambridge.org/dictionary/english/humidistat,,humidistat,,,,,,,,,,,,,,,,,,,,,
1796,TWO,opulent,http://dictionary.cambridge.org/dictionary/english/opulent,,opulent,,,,,,,,,,,,,,,,,,,,,
1797,TWO,psychoanalysis,http://dictionary.cambridge.org/dictionary/english/psychoanalysis,,psychoanalysis,,,,,,,,,,,,,,,,,,,,,
1798,TWO,proprietary,http://dictionary.cambridge.org/dictionary/english/proprietary,,proprietary,,,,,,,,,,,,,,,,,,,,,
1799,TWO,sieve,http://dictionary.cambridge.org/dictionary/english/sieve,,sieve,,,,,,,,,,,,,,,,,,,,,
1800,TWO,boomslang,http://dictionary.cambridge.org/dictionary/english/boomslang,,boomslang,,,,,,,,,,,,,,,,,,,,,
1801,TWO,sardonic,http://dictionary.cambridge.org/dictionary/english/sardonic,,sardonic,,,,,,,,,,,,,,,,,,,,,
1802,TWO,paramecium,http://dictionary.cambridge.org/dictionary/english/paramecium,,paramecium,,,,,,,,,,,,,,,,,,,,,
1803,TWO,calendar,http://dictionary.cambridge.org/dictionary/english/calendar,,calendar,,,,,,,,,,,,,,,,,,,,,
1804,TWO,nascent,http://dictionary.cambridge.org/dictionary/english/nascent,,nascent,,,,,,,,,,,,,,,,,,,,,
1805,TWO,trounce,http://dictionary.cambridge.org/dictionary/english/trounce,,trounce,,,,,,,,,,,,,,,,,,,,,
1806,TWO,circuitous,http://dictionary.cambridge.org/dictionary/english/circuitous,,circuitous,,,,,,,,,,,,,,,,,,,,,
1807,TWO,braille,http://dictionary.cambridge.org/dictionary/english/braille,,braille,,,,,,,,,,,,,,,,,,,,,
1808,TWO,monochrome,http://dictionary.cambridge.org/dictionary/english/monochrome,,monochrome,,,,,,,,,,,,,,,,,,,,,
1809,TWO,reiterate,http://dictionary.cambridge.org/dictionary/english/reiterate,,reiterate,,,,,,,,,,,,,,,,,,,,,
1810,TWO,naissant,http://dictionary.cambridge.org/dictionary/english/naissant,,naissant,,,,,,,,,,,,,,,,,,,,,
1811,TWO,hydrophobia,http://dictionary.cambridge.org/dictionary/english/hydrophobia,,hydrophobia,,,,,,,,,,,,,,,,,,,,,
1812,TWO,ingot,http://dictionary.cambridge.org/dictionary/english/ingot,,ingot,,,,,,,,,,,,,,,,,,,,,
1813,TWO,brethren,http://dictionary.cambridge.org/dictionary/english/brethren,,brethren,,,,,,,,,,,,,,,,,,,,,
1814,TWO,inclement,http://dictionary.cambridge.org/dictionary/english/inclement,,inclement,,,,,,,,,,,,,,,,,,,,,
1815,TWO,justiciable,http://dictionary.cambridge.org/dictionary/english/justiciable,,justiciable,,,,,,,,,,,,,,,,,,,,,
1816,TWO,pageantry,http://dictionary.cambridge.org/dictionary/english/pageantry,,pageantry,,,,,,,,,,,,,,,,,,,,,
1817,TWO,sandal,http://dictionary.cambridge.org/dictionary/english/sandal,,sandal,,,,,,,,,,,,,,,,,,,,,
1818,TWO,nubuck,http://dictionary.cambridge.org/dictionary/english/nubuck,,nubuck,,,,,,,,,,,,,,,,,,,,,
1819,TWO,tympanum,http://dictionary.cambridge.org/dictionary/english/tympanum,,tympanum,,,,,,,,,,,,,,,,,,,,,
1820,TWO,celery,http://dictionary.cambridge.org/dictionary/english/celery,,celery,,,,,,,,,,,,,,,,,,,,,
1821,TWO,vernal,http://dictionary.cambridge.org/dictionary/english/vernal,,vernal,,,,,,,,,,,,,,,,,,,,,
1822,TWO,vinegar,http://dictionary.cambridge.org/dictionary/english/vinegar,,vinegar,,,,,,,,,,,,,,,,,,,,,
1823,TWO,pashmina,http://dictionary.cambridge.org/dictionary/english/pashmina,,pashmina,,,,,,,,,,,,,,,,,,,,,
1824,TWO,jocularity,http://dictionary.cambridge.org/dictionary/english/jocularity,,jocularity,,,,,,,,,,,,,,,,,,,,,
1825,TWO,fisticuffs,http://dictionary.cambridge.org/dictionary/english/fisticuffs,,fisticuffs,,,,,,,,,,,,,,,,,,,,,
1826,TWO,idiosyncratic,http://dictionary.cambridge.org/dictionary/english/idiosyncratic,,idiosyncratic,,,,,,,,,,,,,,,,,,,,,
1827,TWO,aardvark,http://dictionary.cambridge.org/dictionary/english/aardvark,,aardvark,,,,,,,,,,,,,,,,,,,,,
1828,TWO,fiduciary,http://dictionary.cambridge.org/dictionary/english/fiduciary,,fiduciary,,,,,,,,,,,,,,,,,,,,,
1829,TWO,utilitarian,http://dictionary.cambridge.org/dictionary/english/utilitarian,,utilitarian,,,,,,,,,,,,,,,,,,,,,
1830,TWO,unfurl,http://dictionary.cambridge.org/dictionary/english/unfurl,,unfurl,,,,,,,,,,,,,,,,,,,,,
1831,TWO,propinquity,http://dictionary.cambridge.org/dictionary/english/propinquity,,propinquity,,,,,,,,,,,,,,,,,,,,,
1832,TWO,burgoo,http://dictionary.cambridge.org/dictionary/english/burgoo,,burgoo,,,,,,,,,,,,,,,,,,,,,
1833,TWO,census,http://dictionary.cambridge.org/dictionary/english/census,,census,,,,,,,,,,,,,,,,,,,,,
1834,TWO,emulsify,http://dictionary.cambridge.org/dictionary/english/emulsify,,emulsify,,,,,,,,,,,,,,,,,,,,,
1835,TWO,millivolt,http://dictionary.cambridge.org/dictionary/english/millivolt,,millivolt,,,,,,,,,,,,,,,,,,,,,
1836,TWO,calculator,http://dictionary.cambridge.org/dictionary/english/calculator,,calculator,,,,,,,,,,,,,,,,,,,,,
1837,TWO,epidermis,http://dictionary.cambridge.org/dictionary/english/epidermis,,epidermis,,,,,,,,,,,,,,,,,,,,,
1838,TWO,occupancy,http://dictionary.cambridge.org/dictionary/english/occupancy,,occupancy,,,,,,,,,,,,,,,,,,,,,
1839,TWO,stagflation,http://dictionary.cambridge.org/dictionary/english/stagflation,,stagflation,,,,,,,,,,,,,,,,,,,,,
1840,TWO,lorikeet,http://dictionary.cambridge.org/dictionary/english/lorikeet,,lorikeet,,,,,,,,,,,,,,,,,,,,,
1841,TWO,herringbone,http://dictionary.cambridge.org/dictionary/english/herringbone,,herringbone,,,,,,,,,,,,,,,,,,,,,
1842,TWO,corduroy,http://dictionary.cambridge.org/dictionary/english/corduroy,,corduroy,,,,,,,,,,,,,,,,,,,,,
1843,TWO,carriage,http://dictionary.cambridge.org/dictionary/english/carriage,,carriage,,,,,,,,,,,,,,,,,,,,,
1844,TWO,coriander,http://dictionary.cambridge.org/dictionary/english/coriander,,coriander,,,,,,,,,,,,,,,,,,,,,
1845,TWO,brontophobia,http://dictionary.cambridge.org/dictionary/english/brontophobia,,brontophobia,,,,,,,,,,,,,,,,,,,,,
1846,TWO,malfeasance,http://dictionary.cambridge.org/dictionary/english/malfeasance,,malfeasance,,,,,,,,,,,,,,,,,,,,,
1847,TWO,orchestra,http://dictionary.cambridge.org/dictionary/english/orchestra,,orchestra,,,,,,,,,,,,,,,,,,,,,
1848,TWO,encore,http://dictionary.cambridge.org/dictionary/english/encore,,encore,,,,,,,,,,,,,,,,,,,,,
1849,TWO,abstemious,http://dictionary.cambridge.org/dictionary/english/abstemious,,abstemious,,,,,,,,,,,,,,,,,,,,,
1850,TWO,amnesty,http://dictionary.cambridge.org/dictionary/english/amnesty,,amnesty,,,,,,,,,,,,,,,,,,,,,
1851,TWO,macrobiotics,http://dictionary.cambridge.org/dictionary/english/macrobiotics,,macrobiotics,,,,,,,,,,,,,,,,,,,,,
1852,TWO,sequential,http://dictionary.cambridge.org/dictionary/english/sequential,,sequential,,,,,,,,,,,,,,,,,,,,,
1853,TWO,phlox,http://dictionary.cambridge.org/dictionary/english/phlox,,phlox,,,,,,,,,,,,,,,,,,,,,
1854,TWO,hollyhock,http://dictionary.cambridge.org/dictionary/english/hollyhock,,hollyhock,,,,,,,,,,,,,,,,,,,,,
1855,TWO,echinoderm,http://dictionary.cambridge.org/dictionary/english/echinoderm,,echinoderm,,,,,,,,,,,,,,,,,,,,,
1856,TWO,condensation,http://dictionary.cambridge.org/dictionary/english/condensation,,condensation,,,,,,,,,,,,,,,,,,,,,
1857,TWO,glareous,http://dictionary.cambridge.org/dictionary/english/glareous,,glareous,,,,,,,,,,,,,,,,,,,,,
1858,TWO,intersperse,http://dictionary.cambridge.org/dictionary/english/intersperse,,intersperse,,,,,,,,,,,,,,,,,,,,,
1859,TWO,tractability,http://dictionary.cambridge.org/dictionary/english/tractability,,tractability,,,,,,,,,,,,,,,,,,,,,
1860,TWO,qualms,http://dictionary.cambridge.org/dictionary/english/qualms,,qualms,,,,,,,,,,,,,,,,,,,,,
1861,TWO,optimum,http://dictionary.cambridge.org/dictionary/english/optimum,,optimum,,,,,,,,,,,,,,,,,,,,,
1862,TWO,aqueduct,http://dictionary.cambridge.org/dictionary/english/aqueduct,,aqueduct,,,,,,,,,,,,,,,,,,,,,
1863,TWO,rejuvenate,http://dictionary.cambridge.org/dictionary/english/rejuvenate,,rejuvenate,,,,,,,,,,,,,,,,,,,,,
1864,TWO,numerology,http://dictionary.cambridge.org/dictionary/english/numerology,,numerology,,,,,,,,,,,,,,,,,,,,,
1865,TWO,montage,http://dictionary.cambridge.org/dictionary/english/montage,,montage,,,,,,,,,,,,,,,,,,,,,
1866,TWO,mosaic,http://dictionary.cambridge.org/dictionary/english/mosaic,,mosaic,,,,,,,,,,,,,,,,,,,,,
1867,TWO,pathogen,http://dictionary.cambridge.org/dictionary/english/pathogen,,pathogen,,,,,,,,,,,,,,,,,,,,,
1868,TWO,ferret,http://dictionary.cambridge.org/dictionary/english/ferret,,ferret,,,,,,,,,,,,,,,,,,,,,
1869,TWO,tubular,http://dictionary.cambridge.org/dictionary/english/tubular,,tubular,,,,,,,,,,,,,,,,,,,,,
1870,TWO,Paleozoic,http://dictionary.cambridge.org/dictionary/english/Paleozoic,,Paleozoic,,,,,,,,,,,,,,,,,,,,,
1871,TWO,compendium,http://dictionary.cambridge.org/dictionary/english/compendium,,compendium,,,,,,,,,,,,,,,,,,,,,
1872,TWO,centipede,http://dictionary.cambridge.org/dictionary/english/centipede,,centipede,,,,,,,,,,,,,,,,,,,,,
1873,TWO,acrostic,http://dictionary.cambridge.org/dictionary/english/acrostic,,acrostic,,,,,,,,,,,,,,,,,,,,,
1874,TWO,widdershins,http://dictionary.cambridge.org/dictionary/english/widdershins,,widdershins,,,,,,,,,,,,,,,,,,,,,
1875,TWO,dodecahedron,http://dictionary.cambridge.org/dictionary/english/dodecahedron,,dodecahedron,,,,,,,,,,,,,,,,,,,,,
1876,TWO,funnel,http://dictionary.cambridge.org/dictionary/english/funnel,,funnel,,,,,,,,,,,,,,,,,,,,,
1877,TWO,unmoored,http://dictionary.cambridge.org/dictionary/english/unmoored,,unmoored,,,,,,,,,,,,,,,,,,,,,
1878,TWO,attendee,http://dictionary.cambridge.org/dictionary/english/attendee,,attendee,,,,,,,,,,,,,,,,,,,,,
1879,TWO,anthropology,http://dictionary.cambridge.org/dictionary/english/anthropology,,anthropology,,,,,,,,,,,,,,,,,,,,,
1880,TWO,hostile,http://dictionary.cambridge.org/dictionary/english/hostile,,hostile,,,,,,,,,,,,,,,,,,,,,
1881,TWO,rictus,http://dictionary.cambridge.org/dictionary/english/rictus,,rictus,,,,,,,,,,,,,,,,,,,,,
1882,TWO,syndicate,http://dictionary.cambridge.org/dictionary/english/syndicate,,syndicate,,,,,,,,,,,,,,,,,,,,,
1883,TWO,yardang,http://dictionary.cambridge.org/dictionary/english/yardang,,yardang,,,,,,,,,,,,,,,,,,,,,
1884,TWO,nomenclature,http://dictionary.cambridge.org/dictionary/english/nomenclature,,nomenclature,,,,,,,,,,,,,,,,,,,,,
1885,TWO,cruciferous,http://dictionary.cambridge.org/dictionary/english/cruciferous,,cruciferous,,,,,,,,,,,,,,,,,,,,,
1886,TWO,subsequent,http://dictionary.cambridge.org/dictionary/english/subsequent,,subsequent,,,,,,,,,,,,,,,,,,,,,
1887,TWO,vengeance,http://dictionary.cambridge.org/dictionary/english/vengeance,,vengeance,,,,,,,,,,,,,,,,,,,,,
1888,TWO,chrysalis,http://dictionary.cambridge.org/dictionary/english/chrysalis,,chrysalis,,,,,,,,,,,,,,,,,,,,,
1889,TWO,fluctuation,http://dictionary.cambridge.org/dictionary/english/fluctuation,,fluctuation,,,,,,,,,,,,,,,,,,,,,
1890,TWO,botany,http://dictionary.cambridge.org/dictionary/english/botany,,botany,,,,,,,,,,,,,,,,,,,,,
1891,TWO,macchiato,http://dictionary.cambridge.org/dictionary/english/macchiato,,macchiato,,,,,,,,,,,,,,,,,,,,,
1892,TWO,whet,http://dictionary.cambridge.org/dictionary/english/whet,,whet,,,,,,,,,,,,,,,,,,,,,
1893,TWO,modular,http://dictionary.cambridge.org/dictionary/english/modular,,modular,,,,,,,,,,,,,,,,,,,,,
1894,TWO,bethesda,http://dictionary.cambridge.org/dictionary/english/bethesda,,bethesda,,,,,,,,,,,,,,,,,,,,,
1895,TWO,flabbergast,http://dictionary.cambridge.org/dictionary/english/flabbergast,,flabbergast,,,,,,,,,,,,,,,,,,,,,
1896,TWO,Holocaust,http://dictionary.cambridge.org/dictionary/english/Holocaust,,Holocaust,,,,,,,,,,,,,,,,,,,,,
1897,TWO,ancillary,http://dictionary.cambridge.org/dictionary/english/ancillary,,ancillary,,,,,,,,,,,,,,,,,,,,,
1898,TWO,blatant,http://dictionary.cambridge.org/dictionary/english/blatant,,blatant,,,,,,,,,,,,,,,,,,,,,
1899,TWO,kleptocrat,http://dictionary.cambridge.org/dictionary/english/kleptocrat,,kleptocrat,,,,,,,,,,,,,,,,,,,,,
1900,TWO,cartilage,http://dictionary.cambridge.org/dictionary/english/cartilage,,cartilage,,,,,,,,,,,,,,,,,,,,,
1901,TWO,accolade,http://dictionary.cambridge.org/dictionary/english/accolade,,accolade,,,,,,,,,,,,,,,,,,,,,
1902,TWO,augment,http://dictionary.cambridge.org/dictionary/english/augment,,augment,,,,,,,,,,,,,,,,,,,,,
1903,TWO,toile,http://dictionary.cambridge.org/dictionary/english/toile,,toile,,,,,,,,,,,,,,,,,,,,,
1904,TWO,pyramid,http://dictionary.cambridge.org/dictionary/english/pyramid,,pyramid,,,,,,,,,,,,,,,,,,,,,
1905,TWO,neuropathy,http://dictionary.cambridge.org/dictionary/english/neuropathy,,neuropathy,,,,,,,,,,,,,,,,,,,,,
1906,TWO,coeval,http://dictionary.cambridge.org/dictionary/english/coeval,,coeval,,,,,,,,,,,,,,,,,,,,,
1907,TWO,connivery,http://dictionary.cambridge.org/dictionary/english/connivery,,connivery,,,,,,,,,,,,,,,,,,,,,
1908,TWO,acoustic,http://dictionary.cambridge.org/dictionary/english/acoustic,,acoustic,,,,,,,,,,,,,,,,,,,,,
1909,TWO,plaudits,http://dictionary.cambridge.org/dictionary/english/plaudits,,plaudits,,,,,,,,,,,,,,,,,,,,,
1910,TWO,terminus,http://dictionary.cambridge.org/dictionary/english/terminus,,terminus,,,,,,,,,,,,,,,,,,,,,
1911,TWO,surrealist,http://dictionary.cambridge.org/dictionary/english/surrealist,,surrealist,,,,,,,,,,,,,,,,,,,,,
1912,TWO,curio,http://dictionary.cambridge.org/dictionary/english/curio,,curio,,,,,,,,,,,,,,,,,,,,,
1913,TWO,impresario,http://dictionary.cambridge.org/dictionary/english/impresario,,impresario,,,,,,,,,,,,,,,,,,,,,
1914,TWO,eruption,http://dictionary.cambridge.org/dictionary/english/eruption,,eruption,,,,,,,,,,,,,,,,,,,,,
1915,TWO,serenade,http://dictionary.cambridge.org/dictionary/english/serenade,,serenade,,,,,,,,,,,,,,,,,,,,,
1916,TWO,agitation,http://dictionary.cambridge.org/dictionary/english/agitation,,agitation,,,,,,,,,,,,,,,,,,,,,
1917,TWO,secession,http://dictionary.cambridge.org/dictionary/english/secession,,secession,,,,,,,,,,,,,,,,,,,,,
1918,TWO,ombudsman,http://dictionary.cambridge.org/dictionary/english/ombudsman,,ombudsman,,,,,,,,,,,,,,,,,,,,,
1919,TWO,bruschetta,http://dictionary.cambridge.org/dictionary/english/bruschetta,,bruschetta,,,,,,,,,,,,,,,,,,,,,
1920,TWO,auburn,http://dictionary.cambridge.org/dictionary/english/auburn,,auburn,,,,,,,,,,,,,,,,,,,,,
1921,TWO,heptad,http://dictionary.cambridge.org/dictionary/english/heptad,,heptad,,,,,,,,,,,,,,,,,,,,,
1922,TWO,tremulous,http://dictionary.cambridge.org/dictionary/english/tremulous,,tremulous,,,,,,,,,,,,,,,,,,,,,
1923,TWO,digression,http://dictionary.cambridge.org/dictionary/english/digression,,digression,,,,,,,,,,,,,,,,,,,,,
1924,TWO,hydrant,http://dictionary.cambridge.org/dictionary/english/hydrant,,hydrant,,,,,,,,,,,,,,,,,,,,,
1925,TWO,dictum,http://dictionary.cambridge.org/dictionary/english/dictum,,dictum,,,,,,,,,,,,,,,,,,,,,
1926,TWO,virtually,http://dictionary.cambridge.org/dictionary/english/virtually,,virtually,,,,,,,,,,,,,,,,,,,,,
1927,TWO,engineer,http://dictionary.cambridge.org/dictionary/english/engineer,,engineer,,,,,,,,,,,,,,,,,,,,,
1928,TWO,scythe,http://dictionary.cambridge.org/dictionary/english/scythe,,scythe,,,,,,,,,,,,,,,,,,,,,
1929,TWO,intricate,http://dictionary.cambridge.org/dictionary/english/intricate,,intricate,,,,,,,,,,,,,,,,,,,,,
1930,TWO,zeppelin,http://dictionary.cambridge.org/dictionary/english/zeppelin,,zeppelin,,,,,,,,,,,,,,,,,,,,,
1931,TWO,premonition,http://dictionary.cambridge.org/dictionary/english/premonition,,premonition,,,,,,,,,,,,,,,,,,,,,
1932,TWO,glissando,http://dictionary.cambridge.org/dictionary/english/glissando,,glissando,,,,,,,,,,,,,,,,,,,,,
1933,TWO,pilcrow,http://dictionary.cambridge.org/dictionary/english/pilcrow,,pilcrow,,,,,,,,,,,,,,,,,,,,,
1934,TWO,duplicitous,http://dictionary.cambridge.org/dictionary/english/duplicitous,,duplicitous,,,,,,,,,,,,,,,,,,,,,
1935,TWO,annotate,http://dictionary.cambridge.org/dictionary/english/annotate,,annotate,,,,,,,,,,,,,,,,,,,,,
1936,TWO,superficiality,http://dictionary.cambridge.org/dictionary/english/superficiality,,superficiality,,,,,,,,,,,,,,,,,,,,,
1937,TWO,stereotypical,http://dictionary.cambridge.org/dictionary/english/stereotypical,,stereotypical,,,,,,,,,,,,,,,,,,,,,
1938,TWO,stomach,http://dictionary.cambridge.org/dictionary/english/stomach,,stomach,,,,,,,,,,,,,,,,,,,,,
1939,TWO,porosity,http://dictionary.cambridge.org/dictionary/english/porosity,,porosity,,,,,,,,,,,,,,,,,,,,,
1940,TWO,protectorate,http://dictionary.cambridge.org/dictionary/english/protectorate,,protectorate,,,,,,,,,,,,,,,,,,,,,
1941,TWO,vehemence,http://dictionary.cambridge.org/dictionary/english/vehemence,,vehemence,,,,,,,,,,,,,,,,,,,,,
1942,TWO,marooned,http://dictionary.cambridge.org/dictionary/english/marooned,,marooned,,,,,,,,,,,,,,,,,,,,,
1943,TWO,bergamot,http://dictionary.cambridge.org/dictionary/english/bergamot,,bergamot,,,,,,,,,,,,,,,,,,,,,
1944,TWO,demonstrative,http://dictionary.cambridge.org/dictionary/english/demonstrative,,demonstrative,,,,,,,,,,,,,,,,,,,,,
1945,TWO,tandoori,http://dictionary.cambridge.org/dictionary/english/tandoori,,tandoori,,,,,,,,,,,,,,,,,,,,,
1946,TWO,placards,http://dictionary.cambridge.org/dictionary/english/placards,,placards,,,,,,,,,,,,,,,,,,,,,
1947,TWO,fervorous,http://dictionary.cambridge.org/dictionary/english/fervorous,,fervorous,,,,,,,,,,,,,,,,,,,,,
1948,TWO,volary,http://dictionary.cambridge.org/dictionary/english/volary,,volary,,,,,,,,,,,,,,,,,,,,,
