Index,Difficulty Level,Words,Description,WOC_2021,SOW_2021,WOC_2020,SOW_2020
646,ONE,bonfire,a large outdoor fire that is lighted as a signal or in celebration,1,0,1,0
647,ONE,aloha,an acknowledgment that can be used to say hello or goodbye (aloha is Hawaiian and ciao is Italian),1,0,1,0
648,ONE,whirlybird,an aircraft without wings that obtains its lift from the rotation of overhead blades,1,0,0,0
649,ONE,kennel,outbuilding that serves as a shelter for a dog,1,0,0,0
650,ONE,cattail,tall erect herbs with sword-shaped leaves; cosmopolitan in fresh and salt marshes,1,0,1,0
651,ONE,torch,a light usually carried in the hand; consists of some flammable substance,1,0,1,0
652,ONE,abruptly,quickly and without warning,1,0,1,0
653,ONE,entrance,something that provides access (to get in or get out),1,0,1,0
654,ONE,Hungary,a republic in central Europe,1,0,0,0
655,ONE,heavenly,relating to or inhabiting a divine heaven,1,0,0,0
656,ONE,paraphrase,rewording for the purpose of clarification,1,0,1,0
657,ONE,pamper,treat with excessive indulgence,1,0,1,0
658,ONE,bushel,a United States dry measure equal to 4 pecks or 2152.42 cubic inches,1,0,1,0
659,ONE,kindergarten,a preschool for children age 4 to 6 to prepare them for primary school,1,0,1,0
660,ONE,welding,fastening two pieces of metal together by softening with heat and applying pressure,1,0,0,0
661,ONE,shindig,a large and noisy party of people,1,0,0,0
662,ONE,heartthrob,an object of infatuation,1,0,1,0
663,ONE,pleasant,affording pleasure; being in harmony with your taste or likings,1,0,1,0
664,ONE,skedaddle,a hasty flight,1,0,1,0
665,ONE,restaurant,a building where people go to eat,1,0,1,0
666,ONE,aforesaid,being the one previously mentioned or spoken of,1,0,0,0
667,ONE,melody,a succession of notes forming a distinctive sequence,1,0,0,0
668,ONE,cheek,either side of the face below the eyes,1,0,1,0
669,ONE,robin,small Old World songbird with a reddish breast,1,0,1,0
670,ONE,toddler,a young child,1,0,1,0
671,ONE,functionary,a worker who holds or is invested with an office,1,0,1,0
672,ONE,varnish,"a coating that provides a hard, lustrous, transparent finish to a surface",1,0,0,0
673,ONE,membership,the body of members of an organization or group,1,0,0,0
674,ONE,daughter,a female human offspring,1,0,1,0
675,ONE,historical,of or relating to the study of history,1,0,1,0
676,ONE,everglades,a large subtropical swamp in southern Florida that is noted for its wildlife,1,0,1,0
677,ONE,dodge,an elaborate or deceitful scheme contrived to deceive or evade,1,0,1,0
678,ONE,spindle,(biology) tiny fibers that are seen in cell division; the fibers radiate from two poles and meet at the equator in the middle,1,0,0,0
679,ONE,oblong,a plane figure that deviates from a square or circle due to elongation,1,0,0,0
680,ONE,laser,an acronym for light amplification by stimulated emission of radiation; an optical device that produces an intense monochromatic beam of coherent light,1,0,1,0
681,ONE,rules,a principle or condition that customarily governs behavior,1,0,1,0
682,ONE,pellet,a small sphere,1,0,1,0
683,ONE,iota,a tiny or scarcely detectable amount,1,0,1,0
684,ONE,wheedle,"influence or urge by gentle urging, caressing, or flattering",1,0,0,0
685,ONE,yammer,"cry loudly, as of animals",1,0,0,0
686,ONE,invoke,"summon into action or bring into existence, often as if by magic",1,0,1,0
687,ONE,geometric,characterized by simple geometric forms in design and decoration,1,0,1,0
688,ONE,klutz,(Yiddish) a clumsy dolt,1,0,1,0
689,ONE,gelato,Undefined,1,0,1,0
690,ONE,whelp,young of any of various canines such as a dog or wolf,1,0,0,0
691,ONE,whereas,Undefined,1,0,0,0
692,ONE,upshot,a phenomenon that follows and is caused by some previous phenomenon,1,0,1,0
693,ONE,villa,Mexican revolutionary leader (1877-1923),1,0,1,0
694,ONE,envoy,a diplomat having less authority than an ambassador,1,0,1,0
695,ONE,hankering,a yearning for something or to do something,1,0,1,0
696,ONE,yonder,distant but within sight (`yon' is dialectal),1,0,0,0
697,ONE,coercive,serving or intended to coerce,1,0,0,0
698,ONE,climate,the weather in some location averaged over some long period of time,1,0,1,0
699,ONE,midriff,the middle area of the human torso (usually in front),1,0,1,0
700,ONE,postpone,hold back to a later time,1,0,1,0
701,ONE,esteem,the condition of being honored (esteemed or respected or well regarded),1,0,1,0
702,ONE,riffraff,disparaging terms for the common people,1,0,0,0
703,ONE,bailiff,an officer of the court who is employed to execute writs and processes and make arrests etc.,1,0,0,0
704,ONE,Yankee,an American who lives in the North (especially during the American Civil War),1,0,0,0
705,ONE,teaspoon,as much as a teaspoon will hold,1,0,1,0
706,ONE,wafer,a small adhesive disk of paste; used to seal letters,1,0,1,0
707,ONE,knack,a special way of doing something,1,0,1,0
708,ONE,restive,being in a tense state,1,0,0,0
709,ONE,infiltrate,cause (a liquid) to enter by penetrating the interstices,1,0,0,0
710,ONE,dim sum,Undefined,1,0,1,0
711,ONE,worrywart,thinks about unfortunate things that might happen,1,0,1,0
712,ONE,software,(computer science) written programs or procedures or rules and associated documentation pertaining to the operation of a computer system and that are stored in read/write memory,1,0,1,0
713,ONE,satisfactory,giving satisfaction,1,0,1,0
714,ONE,various,of many different kinds purposefully arranged but lacking any uniformity,1,0,0,0
715,ONE,skirmish,a minor short-term fight,1,0,0,0
716,ONE,moose,large northern deer with enormous flattened antlers in the male; called `elk' in Europe and `moose' in North America,1,0,1,0
717,ONE,developer,someone who develops real estate (especially someone who prepares a site for residential or commercial use),1,0,1,0
718,ONE,factoid,something resembling a fact; unverified (often invented) information that is given credibility because it appeared in print,1,0,1,0
719,ONE,barefoot,without shoes,1,0,1,0
720,ONE,giggle,a foolish or nervous laugh,1,0,0,0
721,ONE,constituent,an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system,1,0,0,0
722,ONE,cuckoo,a man who is a stupid incompetent fool,1,0,1,0
723,ONE,shopaholic,a compulsive shopper,1,0,1,0
724,ONE,marvelous,extraordinarily good or great ; used especially as intensifiers,1,0,1,0
725,ONE,trope,language used in a figurative or nonliteral sense,1,0,1,0
726,ONE,bowie,United States pioneer and hero of the Texas revolt against Mexico; he shared command of the garrison that resisted the Mexican attack on the Alamo where he died (1796-1836),1,0,0,0
727,ONE,flounder,flesh of any of various American and European flatfish,1,0,0,0
728,ONE,dilemma,state of uncertainty or perplexity especially as requiring a choice between equally unfavorable options,1,0,1,0
729,ONE,magma,molten rock in the earth's crust,1,0,1,0
730,ONE,marvellous,extraordinarily good or great ; used especially as intensifiers,1,0,1,0
731,ONE,knock,the sound of knocking (as on a door or in an engine or bearing),1,0,1,0
732,ONE,teemed,"be teeming, be abuzz",1,0,0,0
733,ONE,cleave,"separate or cut with a tool, such as a sharp instrument",1,0,0,0
734,ONE,outrageous,grossly offensive to decency or morality; causing horror,1,0,1,0
735,ONE,briefcase,a case with a handle; for carrying papers or files or books,1,0,1,0
736,ONE,evince,give expression to,1,0,1,0
737,ONE,whittle,English aeronautical engineer who invented the jet aircraft engine (1907-1996),1,0,1,0
738,ONE,soppiness,Undefined,1,0,0,0
739,ONE,millionaire,a person whose material wealth is valued at more than a million dollars,1,0,0,0
740,ONE,silver,a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography,1,0,1,0
741,ONE,deputy,someone authorized to exercise the powers of sheriff in emergencies,1,0,1,0
742,ONE,season,a period of the year marked by special events or activities in some field,1,0,1,0
743,ONE,joyful,full of or producing joy,1,0,1,0
744,ONE,bask,derive or receive pleasure from; get enjoyment from; take pleasure in,1,0,0,0
745,ONE,concrete,a strong hard building material composed of sand and gravel and cement and water,1,0,0,0
746,ONE,fedora,a hat made of felt with a creased crown,1,0,1,0
747,ONE,mangrove,a tropical tree or shrub bearing fruit that germinates while still on the tree and having numerous prop roots that eventually form an impenetrable mass and are important in land building,1,0,1,0
748,ONE,horizon,the line at which the sky and Earth appear to meet,1,0,1,0
749,ONE,genuine,not fake or counterfeit,1,0,1,0
750,ONE,lateral,a pass to a receiver upfield from the passer,1,0,0,0
751,ONE,slurry,a suspension of insoluble particles (as plaster of Paris or lime or clay etc.) usually in water,1,0,0,0
752,ONE,wildcat,an exploratory oil well drilled in land not known to be an oil field,1,0,1,0
753,ONE,enfranchise,grant freedom to; as from slavery or servitude,1,0,1,0
754,ONE,arborio,Undefined,1,0,1,0
755,ONE,recluse,one who lives in solitude,1,0,1,0
756,ONE,usher,Irish prelate who deduced from the Bible that Creation occurred in the year 4004 BC (1581-1656),1,0,0,0
757,ONE,heiress,a female heir,1,0,0,0
758,ONE,monstrosity,a person or animal that is markedly unusual or deformed,1,0,1,0
759,ONE,kiln,a furnace for firing or burning or drying such things as porcelain or bricks,1,0,1,0
760,ONE,cartoon,a humorous or satirical drawing published in a newspaper or magazine,1,0,1,0
761,ONE,shield,a protective covering or structure,1,0,1,0
762,ONE,prone,having a tendency (to); often used in combination,1,0,0,0
763,ONE,reign,a period during which something or somebody is dominant or powerful,1,0,0,0
764,ONE,spectral,of or relating to a spectrum,1,0,0,0
765,ONE,tawny,of a light brown to brownish orange color; the color of tanned leather,1,0,0,0
766,ONE,contraction,(physiology) a shortening or tensing of a part or organ (especially of a muscle or muscle fiber),1,0,0,0
767,ONE,camcorder,a portable television camera and videocassette recorder,1,0,0,0
768,ONE,groom,a man participant in his own marriage ceremony,1,0,0,0
769,ONE,peat,partially carbonized vegetable matter saturated with water; can be used as a fuel when dried,1,0,0,0
770,ONE,dialect,the usage or vocabulary that is characteristic of a specific group of people,1,0,0,0
771,ONE,scalp,the skin that covers the top of the head,1,0,0,0
772,ONE,scooter,a motorboat resembling a motor scooter,1,0,0,0
773,ONE,gossip,light informal conversation for social occasions,1,0,0,0
774,ONE,trice,a very short time (as the time it takes the eye to blink or the heart to beat),1,0,0,0
775,ONE,harrowing,draw a harrow over (land),1,0,0,0
776,ONE,heist,the act of stealing,1,0,0,0
777,ONE,scrapple,scraps of meat (usually pork) boiled with cornmeal and shaped into loaves for slicing and frying,1,0,0,0
778,ONE,acceptance,the mental attitude that something is believable and should be accepted as true,1,0,0,0
779,ONE,version,an interpretation of a matter from a particular viewpoint,1,0,0,0
780,ONE,brick,rectangular block of clay baked by the sun or in a kiln; used as a building or paving material,1,0,0,0
781,ONE,hobble,a shackle for the ankles or feet,1,0,0,0
782,ONE,avenue,a line of approach,1,0,0,0
783,ONE,nominee,a politician who is running for public office,1,0,0,0
784,ONE,rugby,a form of football played with an oval ball,1,0,0,0
785,ONE,fluid,a substance that is fluid at room temperature and pressure,1,0,0,0
786,ONE,privet,any of various Old World shrubs having smooth entire leaves and terminal panicles of small white flowers followed by small black berries; many used for hedges,1,0,0,0
787,ONE,peddle,sell or offer for sale from place to place,1,0,0,0
788,ONE,pending,awaiting conclusion or confirmation,1,0,0,0
789,ONE,martial,Roman poet noted for epigrams (first century BC),1,0,0,0
790,ONE,shore,the land along the edge of a body of water,1,0,0,0
791,ONE,vlogging,Undefined,1,0,0,0
792,ONE,debunk,expose while ridiculing; especially of pretentious or false claims and ideas,1,0,0,0
793,ONE,effortless,requiring or apparently requiring no effort,1,0,0,0
794,ONE,ewe,a member of a people living in southern Benin and Togo and southeastern Ghana,1,0,0,0
795,ONE,acumen,a tapering point,1,0,0,0
796,ONE,yippee,Undefined,1,0,0,0
797,ONE,diversity,noticeable heterogeneity,1,0,0,0
798,ONE,ballad,a narrative song with a recurrent refrain,1,0,0,0
799,ONE,moped,a motorbike that can be pedaled or driven by a low-powered gasoline engine,1,0,0,0
800,ONE,stagestruck,Undefined,1,0,0,0
801,ONE,infirm,lacking bodily or muscular strength or vitality,1,0,0,0
802,ONE,wand,a rod used by a magician or water diviner,1,0,0,0
803,ONE,spangled,glitter as if covered with spangles,1,0,0,0
804,ONE,chide,censure severely or angrily,1,0,0,0
805,ONE,groats,the hulled and crushed grain of various cereals,1,0,0,0
806,ONE,standee,someone who stands in a place where one might otherwise sit (as a spectator who uses standing room in a theater or a passenger on a crowded bus or train),1,0,0,0
807,ONE,bleary,tired to the point of exhaustion,1,0,0,0
808,ONE,Merlin,(Arthurian legend) the magician who acted as King Arthur's advisor,1,0,0,0
809,ONE,barbie,Undefined,1,0,0,0
810,ONE,atonement,compensation for a wrong,1,0,0,0
811,ONE,Highlands,a mountainous region of northern Scotland famous for its rugged beauty; known for the style of dress (the kilt and tartan) and the clan system (now in disuse),1,0,0,0
812,ONE,sailage,Undefined,1,0,0,0
813,ONE,attitude,a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways,1,0,0,0
814,ONE,carnation,Eurasian plant with pink to purple-red spice-scented usually double flowers; widely cultivated in many varieties and many colors,1,0,0,0
815,ONE,delta,a low triangular area of alluvial deposits where a river divides before entering a larger body of water,1,0,0,0
816,ONE,citation,an official award (as for bravery or service) usually given as formal public statement,1,0,0,0
817,ONE,yoo-hoo,Undefined,1,0,0,0
818,ONE,beseech,ask for or request earnestly,1,0,0,0
819,ONE,neaten,put (things or places) in order,1,0,0,0
820,ONE,handyman,a man skilled in various odd jobs and other small tasks,1,0,0,0
821,ONE,hardtack,very hard unsalted biscuit or bread; a former ship's staple,1,0,0,0
822,ONE,profiteer,someone who makes excessive profit (especially on goods in short supply),1,0,0,0
823,ONE,sunseeker,Undefined,1,0,0,0
824,ONE,depose,force to leave (an office),1,0,0,0
825,ONE,stewardship,the position of steward,1,0,0,0
826,ONE,rabid,of or infected by rabies,1,0,0,0
827,ONE,kernel,the inner and usually edible part of a seed or grain or nut or fruit stone,1,0,0,0
828,ONE,cornily,Undefined,1,0,0,0
829,ONE,frock,a habit worn by clerics,1,0,0,0
830,ONE,gruel,a thin porridge (usually oatmeal or cornmeal),1,0,0,0
831,ONE,teenagers,a juvenile between the onset of puberty and maturity,1,0,0,0
832,TWO,antsy,nervous and unable to relax,1,1,0,0
833,TWO,humour,a characteristic (habitual or relatively temporary) state of feeling,1,1,0,0
834,TWO,bracelet,a band of cloth or leather or metal links attached to a wristwatch and wrapped around the wrist,1,1,0,0
835,TWO,cruel,(of persons or their actions) able or disposed to inflict pain or suffering,1,1,0,0
836,TWO,dolce,gently and sweetly,1,1,0,0
837,TWO,ancestors,someone from whom you are descended (but usually more remote than a grandparent),1,1,0,0
838,TWO,hover,be undecided about something; waver between conflicting positions or courses of action,1,1,0,0
839,TWO,mention,a remark that calls attention to something or someone,1,1,0,0
840,TWO,inwardly,with respect to private feelings,1,1,0,0
841,TWO,schedule,a temporally organized plan for matters to be attended to,1,1,0,0
842,TWO,opus,a musical work that has been created,1,1,0,0
843,TWO,convulsive,affected by involuntary jerky muscular contractions; resembling a spasm,1,1,0,0
844,TWO,billow,a large sea wave,1,1,0,0
845,TWO,spoken,express in speech,1,1,0,0
846,TWO,mobility,the quality of moving freely,1,1,0,0
847,TWO,goblins,(folklore) a small grotesque supernatural creature that makes trouble for human beings,1,1,0,0
848,TWO,pedestrian,a person who travels by foot,1,1,0,0
849,TWO,jasper,an opaque form of quartz; red or yellow or brown or dark green in color; used for ornamentation or as a gemstone,1,1,0,0
850,TWO,posh,elegant and fashionable; ; ; ; - Julia Child,1,1,0,0
851,TWO,record,anything (such as a document or a phonograph record or a photograph) providing permanent evidence of or information about past events,1,1,0,0
852,TWO,eddy,founder of Christian Science in 1866 (1821-1910),1,1,0,0
853,TWO,splutter,the noise of something spattering or sputtering explosively,1,1,0,0
854,TWO,snorkels,breathing device consisting of a bent tube fitting into a swimmer's mouth and extending above the surface; allows swimmer to breathe while face down in the water,1,1,0,0
855,TWO,berth,a job in an organization,1,1,0,0
856,TWO,Canada,a nation in northern North America; the French were the first Europeans to settle in mainland Canada,1,1,0,0
857,TWO,bridge,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,1,1,0,0
858,TWO,fanged,having fangs,1,1,0,0
859,TWO,convince,"make (someone) agree, understand, or realize the truth or validity of something",1,1,0,0
860,TWO,lullaby,a quiet song intended to lull a child to sleep,1,1,0,0
861,TWO,deference,a courteous expression (by word or deed) of esteem or regard,1,1,0,0
862,TWO,toga,a one-piece cloak worn by men in ancient Rome,1,1,0,0
863,TWO,pinpoint,a very brief moment,1,1,0,0
864,TWO,bough,any of the larger branches of a tree,1,1,0,0
865,TWO,grateful,feeling or showing gratitude,1,1,0,0
866,TWO,FORTRAN,a high-level programing language for mathematical and scientific purposes; stands for formula translation,1,1,0,0
867,TWO,detergent,a surface-active chemical widely used in industry and laundering,1,1,0,0
868,TWO,bison,any of several large humped bovids having shaggy manes and large heads and short horns,1,1,0,0
869,TWO,wisdom,accumulated knowledge or erudition or enlightenment,1,1,0,0
870,TWO,listlessly,in a listless manner,1,1,0,0
871,TWO,gesture,motion of hands or body to emphasize or help to express a thought or feeling,1,1,0,0
872,TWO,tangents,a straight line or plane that touches a curve or curved surface at a point but does not intersect it at that point,1,1,0,0
873,TWO,sheathed,cover with a protective sheathing,1,1,0,0
874,TWO,strum,sound of strumming,1,1,0,0
875,TWO,slate,(formerly) a writing tablet made of slate,1,1,0,0
876,TWO,cautioned,warn strongly; put on guard,1,1,0,0
877,TWO,formation,an arrangement of people or things acting as a unit,1,1,0,0
878,TWO,expression,the feelings expressed on a person's face,1,1,0,0
879,TWO,mantle,the cloak as a symbol of authority,1,1,0,0
880,TWO,dangerous,involving or causing danger or risk; liable to hurt or harm,1,1,0,0
881,TWO,drape,hanging cloth used as a blind (especially for a window),1,1,0,0
882,TWO,flurry,a rapid active commotion,1,1,0,0
883,TWO,previous,just preceding something else in time or order,1,1,0,0
884,TWO,violin,bowed stringed instrument that is the highest member of the violin family; this instrument has four strings and a hollow body and an unfretted fingerboard and is played with a bow,1,1,0,0
885,TWO,streamlet,a small stream,1,1,0,0
886,TWO,pluck,the trait of showing courage and determination in spite of possible loss or injury,1,1,0,0
887,TWO,countless,too numerous to be counted,1,1,0,0
888,TWO,glisten,the quality of shining with a bright reflected light,1,1,0,0
889,TWO,imposing,compel to behave in a certain way,1,1,0,0
890,TWO,binary,a system of two stars that revolve around each other under their mutual gravitation,1,1,0,0
891,TWO,strait,a narrow channel of the sea joining two larger bodies of water,1,1,0,0
892,TWO,squid,(Italian cuisine) squid prepared as food,1,1,0,0
893,TWO,hideout,a hiding place; usually a remote place used by outlaws,1,1,0,0
894,TWO,accuse,bring an accusation against; level a charge against,1,1,0,0
895,TWO,complicated,make more complicated,1,1,0,0
896,TWO,semicolon,a punctuation mark (`;') used to connect independent clauses; indicates a closer relation than does a period,1,1,0,0
897,TWO,congratulate,say something to someone that expresses praise,1,1,0,0
898,TWO,Frisbee,"a light, plastic disk about 10 inches in diameter; propelled with a flip of the wrist for recreation or competition",1,1,0,0
899,TWO,ruins,an irrecoverable state of devastation and destruction,1,1,0,0
900,TWO,drowsy,half asleep,1,1,0,0
901,TWO,unnoticed,not noticed,1,1,0,0
902,TWO,patent,a document granting an inventor sole rights to an invention,1,1,0,0
903,TWO,fountain,a structure from which an artificially produced jet of water arises,1,1,0,0
904,TWO,teeter,a plaything consisting of a board balanced on a fulcrum; the board is ridden up and down by children at either end,1,1,0,0
905,TWO,Mexico,a republic in southern North America; became independent from Spain in 1810,1,1,0,0
906,TWO,scoff,showing your contempt by derision,1,1,0,0
907,TWO,agreement,the statement (oral or written) of an exchange of promises,1,1,0,0
908,TWO,incantations,a ritual recitation of words or sounds believed to have a magical effect,1,1,0,0
909,TWO,curtly,"in a curt, abrupt and discourteous manner",1,1,0,0
910,TWO,chives,perennial having hollow cylindrical leaves used for seasoning,1,1,0,0
911,TWO,glazed,coat with a glaze,1,1,0,0
912,TWO,opposite,"a word that expresses a meaning opposed to the meaning of another word, in which case the two words are antonyms of each other",1,1,0,0
913,TWO,dappled,colour with streaks or blotches of different shades,1,1,0,0
914,TWO,treble,the pitch range of the highest female voice,1,1,0,0
915,TWO,garish,tastelessly showy,1,1,0,0
916,TWO,rallies,a large gathering of people intended to arouse enthusiasm,1,1,0,0
917,TWO,scanner,someone who scans verse to determine the number and prosodic value of the syllables,1,1,0,0
918,TWO,instrument,a device that requires skill for proper use,1,1,0,0
919,TWO,rustle,"a light noise, like the noise of silk clothing or leaves blowing in the wind",1,1,0,0
920,TWO,Baltic,a sea in northern Europe; stronghold of the Russian navy,1,1,0,0
921,TWO,gilded,"decorate with, or as if with, gold leaf or liquid gold",1,1,0,0
922,TWO,pastry,a dough of flour and water and shortening,1,1,0,0
923,TWO,oncoming,the beginning or early stages,1,1,0,0
924,TWO,blissfully,in a blissful manner,1,1,0,0
925,TWO,chef,a professional cook,1,1,0,0
926,TWO,ventured,proceed somewhere despite the risk of possible dangers,1,1,0,0
927,TWO,contingent,a gathering of persons representative of some larger group,1,1,0,0
928,TWO,coveralls,a loose-fitting protective garment that is worn over other clothing,1,1,0,0
929,TWO,flimsy,a thin strong lightweight translucent paper used especially for making carbon copies,1,1,0,0
930,TWO,coarse,of textures that are rough to the touch or substances consisting of relatively large particles,1,1,0,0
931,TWO,crease,an angular or rounded shape made by folding,1,1,0,0
932,TWO,deities,any supernatural being worshipped as controlling some part of the world or some aspect of life or who is the personification of a force,1,1,0,0
933,TWO,swerve,the act of turning aside suddenly,1,1,0,0
934,TWO,ponytail,a hair style that draws the hair back so that it hangs down in back of the head like a pony's tail,1,1,0,0
935,TWO,launch,a motorboat with an open deck or a half deck,1,1,0,0
936,TWO,activists,a militant reformer,1,1,0,0
937,TWO,whales,a very large person; impressive in size or qualities,1,1,0,0
938,TWO,feta,Undefined,1,1,0,0
939,TWO,president,an executive officer of a firm or corporation,1,1,0,0
940,TWO,clatter,a rattling noise (often produced by rapid movement),1,1,0,0
941,TWO,rubble,the remains of something that has been destroyed or broken up,1,1,0,0
942,TWO,commute,a regular journey of some distance to and from your place of work,1,1,0,0
943,TWO,mislead,lead someone in the wrong direction or give someone wrong directions,1,1,0,0
944,TWO,proverb,a condensed but memorable saying embodying some important fact of experience that is taken as true by many people,1,1,0,0
945,TWO,depths,the extent downward or backward or inward,1,1,0,0
946,TWO,snout,a long projecting or anterior elongation of an animal's head; especially the nose,1,1,0,0
947,TWO,tourists,someone who travels for pleasure,1,1,0,0
948,TWO,cocoa,a beverage made from cocoa powder and milk and sugar; usually drunk hot,1,1,0,0
949,TWO,subtitles,translation of foreign dialogue of a movie or TV program; usually displayed at the bottom of the screen,1,1,0,0
950,TWO,indecipherable,not easily deciphered,1,1,0,0
951,TWO,Oregon,a state in northwestern United States on the Pacific,1,1,0,0
952,TWO,tumbling,the gymnastic moves of an acrobat,1,1,0,0
953,TWO,laughter,the sound of laughing,1,1,0,0
954,TWO,nutrients,any substance that can be metabolized by an animal to give energy and build tissue,1,1,0,0
955,TWO,fragment,a piece broken off or cut off of something else,1,1,0,0
956,TWO,podium,a platform raised above the surrounding level to give prominence to the person on it,1,1,0,0
957,TWO,purpose,an anticipated outcome that is intended or that guides your planned actions,1,1,0,0
958,TWO,cradle,a baby bed with sides and rockers,1,1,0,0
959,TWO,scarcely,only a very short time before; ; ; ; ; - W.B.Yeats,1,1,0,0
960,TWO,retreat,(military) withdrawal of troops to a more favorable position to escape the enemy's superior forces or after a defeat,1,1,0,0
961,TWO,terraced,provide (a house) with a terrace,1,1,0,0
962,TWO,firefly,tropical American click beetle having bright luminous spots,1,1,0,0
963,TWO,meeting,a formally arranged gathering,1,1,0,0
964,TWO,stretcher,a wooden framework on which canvas is stretched and fixed for oil painting,1,1,0,0
965,TWO,implore,call upon in supplication; entreat,1,1,0,0
966,TWO,Aztec,a member of the Nahuatl people who established an empire in Mexico that was overthrown by Cortes in 1519,1,1,0,0
967,TWO,serious,concerned with work or important matters rather than play or trivialities,1,1,0,0
968,TWO,plush,a fabric with a nap that is longer and softer than velvet,1,1,0,0
969,TWO,lairs,the habitation of wild animals,1,1,0,0
970,TWO,lento,(of tempo) slow,1,1,0,0
971,TWO,laboratory,a workplace for the conduct of scientific research,1,1,0,0
972,TWO,banners,long strip of cloth or paper used for decoration or advertising,1,1,0,0
973,TWO,helmet,armor plate that protects the head,1,1,0,0
974,TWO,hybrid,"a word that is composed of parts from different languages (e.g., `monolingual' has a Greek prefix and a Latin root)",1,1,0,0
975,TWO,Scandinavia,the peninsula in northern Europe occupied by Norway and Sweden,1,1,0,0
976,TWO,sinister,threatening or foreshadowing evil or tragic developments,1,1,0,0
977,TWO,humor,a message whose ingenuity or verbal skill or incongruity has the power to evoke laughter,1,1,0,0
978,TWO,whimper,a complaint uttered in a plaintive whining way,1,1,0,0
979,TWO,mustard,any of several cruciferous plants of the genus Brassica,1,1,0,0
980,TWO,haggis,made of sheep's or calf's viscera minced with oatmeal and suet and onions and boiled in the animal's stomach,1,1,0,0
981,TWO,runes,any character from an ancient Germanic alphabet used in Scandinavia from the 3rd century to the Middle Ages,1,1,0,0
982,TWO,hexagonal,having six sides or divided into hexagons,1,0,1,0
983,TWO,unabated,continuing at full strength or intensity,1,0,1,0
984,TWO,beaucoup,Undefined,1,0,1,0
985,TWO,endorphin,a neurochemical occurring naturally in the brain and having analgesic properties,1,0,1,0
986,TWO,cinnamon,aromatic bark used as a spice,1,0,1,0
987,TWO,abrogate,revoke formally,1,0,1,0
988,TWO,litmus,a coloring material (obtained from lichens) that turns red in acid solutions and blue in alkaline solutions; used as a very rough acid-base indicator,1,0,1,0
989,TWO,petrifying,cause to become stonelike or stiff or dazed and stunned,1,0,1,0
990,TWO,banal,repeated too often; overfamiliar through overuse,1,0,1,0
991,TWO,pharmacy,"the art and science of preparing and dispensing drugs and medicines,",1,0,1,0
992,TWO,pharaoh,the title of the ancient Egyptian kings,1,0,1,0
993,TWO,effusive,uttered with unrestrained enthusiasm,1,0,1,0
994,TWO,seethe,be noisy with activity,1,0,1,0
995,TWO,specimen,an example regarded as typical of its class,1,0,1,0
996,TWO,seismologist,a geophysicist who studies earthquakes and the mechanical characteristics of the Earth,1,0,1,0
997,TWO,fondant,candy made of a thick creamy sugar paste,1,0,1,0
998,TWO,opponency,Undefined,1,0,1,0
999,TWO,primitive,a person who belongs to an early stage of civilization,1,0,1,0
1000,TWO,antiquarian,an expert or collector of antiquities,1,0,1,0
1001,TWO,interlocutor,the performer in the middle of a minstrel line who engages the others in talk,1,0,1,0
1002,TWO,spectacles,optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision,1,0,1,0
1003,TWO,cupola,a vertical cylindrical furnace for melting iron for casting,1,0,1,0
1004,TWO,referendum,a legislative act is referred for final approval to a popular vote by the electorate,1,0,1,0
1005,TWO,fabulist,a person who tells or invents fables,1,0,1,0
1006,TWO,phalanges,any of the bones of the fingers or toes,1,0,1,0
1007,TWO,machete,a large heavy knife used in Central and South America as a weapon or for cutting vegetation,1,0,1,0
1008,TWO,innovator,someone who helps to open up a new line of research or technology or art,1,0,1,0
1009,TWO,herbaceous,characteristic of a nonwoody herb or plant part,1,0,1,0
1010,TWO,quaver,a tremulous sound,1,0,1,0
1011,TWO,comportment,dignified manner or conduct,1,0,1,0
1012,TWO,bachelorette,a young unmarried woman who lives alone,1,0,1,0
1013,TWO,dulcet,extremely pleasant in a gentle way,1,0,1,0
1014,TWO,bursary,the treasury of a public institution or religious order,1,0,1,0
1015,TWO,tentativeness,Undefined,1,0,1,0
1016,TWO,rabbinic,of or relating to rabbis or their teachings,1,0,1,0
1017,TWO,taciturn,habitually reserved and uncommunicative,1,0,1,0
1018,TWO,frontier,a wilderness at the edge of a settled area of a country,1,0,1,0
1019,TWO,salubrious,promoting health; healthful; ; ; ; ; - C.B.Davis,1,0,1,0
1020,TWO,hallowed,render holy by means of religious rites,1,0,1,0
1021,TWO,pachinko,a Japanese pinball game played on a vertical board,1,0,1,0
1022,TWO,lapel,lap at the front of a coat; continuation of the coat collar,1,0,1,0
1023,TWO,sophomoric,Undefined,1,0,1,0
1024,TWO,unctuous,unpleasantly and excessively suave or ingratiating in manner or speech,1,0,1,0
1025,TWO,rotisserie,an oven or broiler equipped with a rotating spit on which meat cooks as it turns,1,0,1,0
1026,TWO,apogee,a final climactic stage,1,0,1,0
1027,TWO,decrepitude,a state of deterioration due to old age or long use,1,0,1,0
